code_module,code_presentation,id_student,probability
BBB,2014B,634876,0.136
BBB,2014B,634928,0.152
BBB,2014B,634944,0.161
BBB,2014B,634976,0.099
BBB,2014B,635011,0.209
BBB,2014B,635113,0.139
BBB,2014B,635122,0.061
BBB,2014B,635136,0.091
BBB,2014B,635173,0.344
BBB,2014B,635228,0.417
BBB,2014B,635230,0.028
BBB,2014B,635241,0.122
BBB,2014B,635244,0.131
BBB,2014B,635247,0.188
BBB,2014B,635432,0.852
BBB,2014B,635433,0.069
BBB,2014B,635435,0.16
BBB,2014B,635591,0.196
BBB,2014B,635755,0.157
BBB,2014B,635761,0.565
BBB,2014B,635764,0.106
BBB,2014B,635771,0.158
BBB,2014B,635773,0.104
BBB,2014B,635774,0.277
BBB,2014B,635788,0.211
BBB,2014B,635793,0.439
BBB,2014B,1127413,0.065
BBB,2014B,1332999,0.075
BBB,2014B,1341507,0.086
BBB,2014B,1393589,0.16
BBB,2014B,1406920,0.138
BBB,2014B,1431750,0.972
BBB,2014B,1453691,0.751
BBB,2014B,1502193,0.053
BBB,2014B,1525567,0.118
BBB,2014B,1536591,0.705
BBB,2014B,1540042,0.115
BBB,2014B,1559428,0.752
BBB,2014B,1560989,0.986
BBB,2014B,1588208,0.928
BBB,2014B,1611973,0.738
BBB,2014B,1624443,0.087
BBB,2014B,1625718,0.151
BBB,2014B,1626021,0.195
BBB,2014B,1633695,0.414
BBB,2014B,1719114,0.092
BBB,2014B,1730702,0.892
BBB,2014B,1732219,0.128
BBB,2014B,1759851,0.173
BBB,2014B,1763653,0.067
BBB,2014B,1780949,0.195
BBB,2014B,1782665,0.809
BBB,2014B,1786380,0.071
BBB,2014B,1829654,0.764
BBB,2014B,1840034,0.066
BBB,2014B,1863244,0.878
BBB,2014B,1864697,0.043
BBB,2014B,1866742,0.138
BBB,2014B,1877634,0.289
BBB,2014B,1932474,0.087
BBB,2014B,1955634,0.072
BBB,2014B,1957682,0.065
BBB,2014B,1967937,0.705
BBB,2014B,2002415,0.056
BBB,2014B,2022801,0.094
BBB,2014B,2080885,0.246
BBB,2014B,2081955,0.06
BBB,2014B,2082318,0.137
BBB,2014B,2087747,0.062
BBB,2014B,2094350,0.836
BBB,2014B,2104426,0.141
BBB,2014B,2108614,0.033
BBB,2014B,2133207,0.168
BBB,2014B,2148859,0.13
BBB,2014B,2153200,0.655
BBB,2014B,2164251,0.065
BBB,2014B,2181205,0.178
BBB,2014B,2213424,0.183
BBB,2014B,2221869,0.742
BBB,2014B,2230457,0.969
BBB,2014B,2243703,0.174
BBB,2014B,2248122,0.09
BBB,2014B,2266377,0.778
BBB,2014B,2271743,0.297
BBB,2014B,2291760,0.116
BBB,2014B,2300913,0.829
BBB,2014B,2308026,0.456
BBB,2014B,2308564,0.096
BBB,2014B,2315082,0.722
BBB,2014B,2317273,0.034
BBB,2014B,2334930,0.125
BBB,2014B,2340165,0.049
BBB,2014B,2343413,0.336
BBB,2014B,2351235,0.746
BBB,2014B,2372088,0.994
BBB,2014B,2392789,0.159
BBB,2014B,2418877,0.552
BBB,2014B,2420725,0.251
BBB,2014B,2436707,0.996
BBB,2014B,2437428,0.8
BBB,2014B,2440756,0.115
BBB,2014B,2444501,0.984
BBB,2014B,2446599,0.034
BBB,2014B,2476144,0.175
BBB,2014B,2482994,0.778
BBB,2014B,2487785,0.129
BBB,2014B,2502127,0.104
BBB,2014B,2513954,0.076
BBB,2014B,2514044,0.175
BBB,2014B,2523350,0.078
BBB,2014B,2523430,0.144
BBB,2014B,2523989,0.486
BBB,2014B,2526784,0.367
BBB,2014B,2532643,0.763
BBB,2014B,2533391,0.053
BBB,2014B,2534954,0.097
BBB,2014B,2538123,1
BBB,2014B,2539641,0.164
BBB,2014B,2541388,0.063
BBB,2014B,2568059,0.123
BBB,2014B,2570092,0.058
BBB,2014B,2571054,0.484
BBB,2014B,2574365,0.107
BBB,2014B,2575914,0.249
BBB,2014B,2578704,0.67
BBB,2014B,2590564,0.065
BBB,2014B,2591974,0.064
BBB,2014B,2592923,0.764
BBB,2014B,2597543,0.103
BBB,2014B,2602679,0.065
BBB,2014B,2609574,0.726
BBB,2014B,2611847,0.395
BBB,2014B,2626410,0.847
BBB,2014B,2634946,0.401
BBB,2014B,2636696,0.416
BBB,2014B,2641657,0.085
BBB,2014B,2641682,0.594
BBB,2014B,2643007,0.1
BBB,2014B,2652209,0.619
BBB,2014B,2653570,0.786
BBB,2014B,2659042,0.159
BBB,2014B,2677541,0.528
BBB,2014B,2681783,0.12
BBB,2014B,2683697,0.993
BBB,2014B,2687378,0.064
BBB,2014J,26315,0.12
BBB,2014J,26734,0.857
BBB,2014J,32327,0.772
BBB,2014J,32930,0.194
BBB,2014J,34662,0.743
BBB,2014J,38711,0.898
BBB,2014J,39208,0.06
BBB,2014J,41547,0.051
BBB,2014J,47891,0.863
BBB,2014J,57285,0.405
BBB,2014J,58653,0.151
BBB,2014J,59272,0.48
BBB,2014J,61352,0.97
BBB,2014J,63467,0.121
BBB,2014J,70569,0.196
BBB,2014J,71504,0.194
BBB,2014J,73584,0.786
BBB,2014J,73874,0.758
BBB,2014J,84541,0.798
BBB,2014J,89850,0.056
BBB,2014J,98452,0.998
BBB,2014J,98842,0.09
BBB,2014J,99088,0.843
BBB,2014J,102067,1
BBB,2014J,103496,0.097
BBB,2014J,106095,0.187
BBB,2014J,106793,0.858
BBB,2014J,108859,0.384
BBB,2014J,109441,0.088
BBB,2014J,110911,0.092
BBB,2014J,114402,0.1
BBB,2014J,116606,0.23
BBB,2014J,117544,0.072
BBB,2014J,117545,0.777
BBB,2014J,118213,0.91
BBB,2014J,119444,0.998
BBB,2014J,123087,0.165
BBB,2014J,125535,0.727
BBB,2014J,126769,0.425
BBB,2014J,126800,0.184
BBB,2014J,132924,0.541
BBB,2014J,138407,0.761
BBB,2014J,142324,0.105
BBB,2014J,145280,0.189
BBB,2014J,150398,0.065
BBB,2014J,151917,0.17
BBB,2014J,152973,0.249
BBB,2014J,155484,0.046
BBB,2014J,156358,0.705
BBB,2014J,157752,0.225
BBB,2014J,160026,0.199
BBB,2014J,165099,0.82
BBB,2014J,169008,0.307
BBB,2014J,169400,0.12
BBB,2014J,173163,0.782
BBB,2014J,177554,0.318
BBB,2014J,179073,0.804
BBB,2014J,179297,0.997
BBB,2014J,184972,0.069
BBB,2014J,188766,0.208
BBB,2014J,191459,0.702
BBB,2014J,191746,0.831
BBB,2014J,191973,0.153
BBB,2014J,192944,0.074
BBB,2014J,193310,0.061
BBB,2014J,195221,0.996
BBB,2014J,195345,0.2
BBB,2014J,195940,0.187
BBB,2014J,197527,0.802
BBB,2014J,226839,0.043
BBB,2014J,228909,0.337
BBB,2014J,229326,0.796
BBB,2014J,230383,0.072
BBB,2014J,235371,0.408
BBB,2014J,237913,0.133
BBB,2014J,238144,0.177
BBB,2014J,242893,0.944
BBB,2014J,245784,0.496
BBB,2014J,247457,0.075
BBB,2014J,247967,0.722
BBB,2014J,249154,0.998
BBB,2014J,252863,0.125
BBB,2014J,254612,0.988
BBB,2014J,258268,0.143
BBB,2014J,258840,0.092
BBB,2014J,260137,0.077
BBB,2014J,260216,0.799
BBB,2014J,263448,0.1
BBB,2014J,264694,0.775
BBB,2014J,265466,0.109
BBB,2014J,269510,0.352
BBB,2014J,272617,0.968
BBB,2014J,275006,0.094
BBB,2014J,275180,0.116
BBB,2014J,275296,0.773
BBB,2014J,276925,0.249
BBB,2014J,277967,0.191
BBB,2014J,280054,0.841
BBB,2014J,280152,0.246
BBB,2014J,284246,0.719
BBB,2014J,284762,0.078
BBB,2014J,285470,0.165
BBB,2014J,286338,0.176
BBB,2014J,286947,0.093
BBB,2014J,288086,0.145
BBB,2014J,288655,0.994
BBB,2014J,290184,0.099
BBB,2014J,293387,0.263
BBB,2014J,293989,0.785
BBB,2014J,294134,0.088
BBB,2014J,297179,0.085
BBB,2014J,297685,0.101
BBB,2014J,297806,0.996
BBB,2014J,298187,0.095
BBB,2014J,298303,0.075
BBB,2014J,298961,0.121
BBB,2014J,300819,0.33
BBB,2014J,303165,0.502
BBB,2014J,303617,0.142
BBB,2014J,305909,0.05
BBB,2014J,306478,0.072
BBB,2014J,306880,0.966
BBB,2014J,308775,0.198
BBB,2014J,308850,0.972
BBB,2014J,314252,0.11
BBB,2014J,314675,0.126
BBB,2014J,314801,0.137
BBB,2014J,321450,0.192
BBB,2014J,322184,0.734
BBB,2014J,322574,0.992
BBB,2014J,327224,0.788
BBB,2014J,330917,0.108
BBB,2014J,335035,0.527
BBB,2014J,338554,0.165
BBB,2014J,340216,0.047
BBB,2014J,340592,0.964
BBB,2014J,341611,0.867
BBB,2014J,342192,0.555
BBB,2014J,343138,0.736
BBB,2014J,349924,0.997
BBB,2014J,350312,0.927
BBB,2014J,350797,0.07
BBB,2014J,351050,0.123
BBB,2014J,357901,0.504
BBB,2014J,358001,0.087
BBB,2014J,358204,0.052
BBB,2014J,361411,0.128
BBB,2014J,363213,0.145
BBB,2014J,364527,0.107
BBB,2014J,365097,0.148
BBB,2014J,365111,0.795
BBB,2014J,366479,0.098
BBB,2014J,368521,0.168
BBB,2014J,369234,0.831
BBB,2014J,372602,0.124
BBB,2014J,373174,0.247
BBB,2014J,373846,0.747
BBB,2014J,379212,0.798
BBB,2014J,379720,0.488
BBB,2014J,380515,0.99
BBB,2014J,381882,0.811
BBB,2014J,384266,1
BBB,2014J,385341,0.73
BBB,2014J,385405,0.137
BBB,2014J,387406,0.78
BBB,2014J,387773,0.057
BBB,2014J,388738,0.812
BBB,2014J,391937,0.084
BBB,2014J,394314,0.738
BBB,2014J,395169,0.979
BBB,2014J,395320,0.054
BBB,2014J,395822,0.089
BBB,2014J,396016,0.763
BBB,2014J,396673,0.859
BBB,2014J,397414,0.185
BBB,2014J,398442,0.073
BBB,2014J,399737,0.068
BBB,2014J,400549,0.097
BBB,2014J,401317,0.19
BBB,2014J,402180,0.091
BBB,2014J,403213,0.144
BBB,2014J,404121,0.345
BBB,2014J,404415,0.114
BBB,2014J,406000,0.151
BBB,2014J,409708,0.18
BBB,2014J,411105,0.932
BBB,2014J,411150,0.771
BBB,2014J,412081,0.06
BBB,2014J,412343,0.71
BBB,2014J,417971,0.691
BBB,2014J,417986,0.087
BBB,2014J,418077,0.036
BBB,2014J,419924,0.795
BBB,2014J,420631,0.073
BBB,2014J,423398,0.085
BBB,2014J,423613,0.992
BBB,2014J,424220,0.108
BBB,2014J,425314,0.995
BBB,2014J,425772,0.222
BBB,2014J,426624,0.053
BBB,2014J,430530,0.734
BBB,2014J,433064,0.865
BBB,2014J,433939,0.8
BBB,2014J,435287,0.832
BBB,2014J,437550,0.157
BBB,2014J,439677,0.108
BBB,2014J,439806,0.159
BBB,2014J,442745,0.85
BBB,2014J,444361,0.049
BBB,2014J,444545,0.088
BBB,2014J,444768,0.178
BBB,2014J,445136,0.162
BBB,2014J,445647,0.982
BBB,2014J,445774,0.095
BBB,2014J,446619,0.995
BBB,2014J,447124,0.279
BBB,2014J,447324,0.915
BBB,2014J,467396,0.076
BBB,2014J,469579,0.224
BBB,2014J,470464,0.167
BBB,2014J,473095,0.192
BBB,2014J,473271,0.279
BBB,2014J,474387,0.259
BBB,2014J,474408,0.113
BBB,2014J,475363,0.206
BBB,2014J,476769,0.131
BBB,2014J,478412,0.228
BBB,2014J,481593,0.083
BBB,2014J,481790,0.082
BBB,2014J,483315,0.107
BBB,2014J,483508,0.094
BBB,2014J,483674,0.967
BBB,2014J,484252,0.574
BBB,2014J,484490,0.045
BBB,2014J,484550,0.995
BBB,2014J,485439,0.849
BBB,2014J,485853,0.999
BBB,2014J,486516,0.759
BBB,2014J,490299,0.998
BBB,2014J,491387,0.06
BBB,2014J,492579,0.986
BBB,2014J,492592,0.104
BBB,2014J,492676,0.186
BBB,2014J,492979,0.136
BBB,2014J,493443,0.229
BBB,2014J,493460,0.168
BBB,2014J,493609,0.972
BBB,2014J,493763,0.422
BBB,2014J,494212,0.796
BBB,2014J,495239,0.775
BBB,2014J,495489,0.792
BBB,2014J,495522,0.755
BBB,2014J,496381,0.25
BBB,2014J,497074,0.192
BBB,2014J,497084,0.123
BBB,2014J,498841,0.171
BBB,2014J,499790,0.172
BBB,2014J,499819,0.04
BBB,2014J,500502,0.448
BBB,2014J,502767,0.099
BBB,2014J,503663,0.998
BBB,2014J,504597,0.121
BBB,2014J,505595,0.581
BBB,2014J,505871,0.805
BBB,2014J,505878,0.797
BBB,2014J,506020,0.072
BBB,2014J,506219,0.046
BBB,2014J,506679,0.856
BBB,2014J,507014,0.212
BBB,2014J,507149,0.098
BBB,2014J,507386,0.756
BBB,2014J,507783,0.064
BBB,2014J,509466,0.844
BBB,2014J,509578,0.19
BBB,2014J,509935,0.169
BBB,2014J,510068,0.759
BBB,2014J,510471,0.176
BBB,2014J,511001,0.08
BBB,2014J,511295,0.971
BBB,2014J,511807,0.133
BBB,2014J,512411,0.127
BBB,2014J,512722,0.11
BBB,2014J,513250,0.685
BBB,2014J,513751,0.1
BBB,2014J,515329,0.325
BBB,2014J,515349,0.083
BBB,2014J,516434,0.142
BBB,2014J,516588,0.592
BBB,2014J,518389,0.161
BBB,2014J,520024,0.146
BBB,2014J,520076,0.169
BBB,2014J,520972,0.277
BBB,2014J,521081,0.108
BBB,2014J,521164,0.366
BBB,2014J,522189,0.114
BBB,2014J,522381,0.346
BBB,2014J,522478,0.973
BBB,2014J,523132,0.134
BBB,2014J,523831,0.982
BBB,2014J,523905,0.23
BBB,2014J,524043,0.133
BBB,2014J,527102,0.746
BBB,2014J,527742,0.721
BBB,2014J,528432,0.077
BBB,2014J,528702,0.363
BBB,2014J,530021,0.81
BBB,2014J,530772,0.08
BBB,2014J,530941,0.081
BBB,2014J,531450,0.747
BBB,2014J,531753,0.081
BBB,2014J,531865,0.22
BBB,2014J,532779,0.089
BBB,2014J,533209,0.091
BBB,2014J,534428,0.252
BBB,2014J,534588,0.977
BBB,2014J,534715,0.129
BBB,2014J,534884,0.784
BBB,2014J,535963,0.052
BBB,2014J,536767,0.749
BBB,2014J,537194,0.034
BBB,2014J,537640,0.13
BBB,2014J,539635,0.055
BBB,2014J,541171,0.927
BBB,2014J,541315,0.818
BBB,2014J,541476,0.103
BBB,2014J,542164,0.056
BBB,2014J,543439,0.078
BBB,2014J,545964,0.22
BBB,2014J,546250,0.117
BBB,2014J,547408,0.218
BBB,2014J,547788,0.035
BBB,2014J,549288,0.998
BBB,2014J,549775,0.094
BBB,2014J,550081,0.089
BBB,2014J,550245,0.352
BBB,2014J,551000,0.802
BBB,2014J,551237,0.992
BBB,2014J,551242,0.053
BBB,2014J,551276,0.183
BBB,2014J,551922,0.088
BBB,2014J,552698,0.814
BBB,2014J,554048,0.075
BBB,2014J,554243,0.487
BBB,2014J,554599,0.492
BBB,2014J,555749,0.087
BBB,2014J,556290,0.976
BBB,2014J,556644,0.119
BBB,2014J,556863,0.239
BBB,2014J,559344,0.249
BBB,2014J,559685,0.988
BBB,2014J,559973,0.72
BBB,2014J,560089,0.176
BBB,2014J,560208,0.16
BBB,2014J,560597,0.035
BBB,2014J,560652,0.119
BBB,2014J,561206,0.15
BBB,2014J,561608,0.215
BBB,2014J,561618,0.182
BBB,2014J,561752,0.15
BBB,2014J,561979,0.137
BBB,2014J,562239,0.13
BBB,2014J,563027,0.183
BBB,2014J,563302,0.195
BBB,2014J,563820,0.152
BBB,2014J,564115,0.27
BBB,2014J,564278,0.095
BBB,2014J,565182,0.04
BBB,2014J,565273,0.226
BBB,2014J,565575,0.218
BBB,2014J,565576,0.078
BBB,2014J,565599,0.05
BBB,2014J,568019,0.17
BBB,2014J,568232,0.062
BBB,2014J,568749,0.058
BBB,2014J,568775,0.546
BBB,2014J,569589,0.074
BBB,2014J,569981,0.165
BBB,2014J,570275,0.065
BBB,2014J,570484,0.08
BBB,2014J,570692,0.993
BBB,2014J,571334,0.727
BBB,2014J,571395,0.839
BBB,2014J,571641,0.144
BBB,2014J,572032,0.282
BBB,2014J,572101,0.155
BBB,2014J,572106,0.806
BBB,2014J,572119,0.788
BBB,2014J,572306,0.135
BBB,2014J,572371,0.521
BBB,2014J,572395,0.062
BBB,2014J,572496,0.104
BBB,2014J,572538,0.12
BBB,2014J,573130,0.117
BBB,2014J,573131,0.719
BBB,2014J,573159,0.98
BBB,2014J,573252,0.995
BBB,2014J,573297,0.095
BBB,2014J,573534,0.227
BBB,2014J,573713,0.07
BBB,2014J,573934,0.117
BBB,2014J,574031,0.079
BBB,2014J,574063,0.091
BBB,2014J,574244,0.717
BBB,2014J,574253,0.062
BBB,2014J,574512,0.19
BBB,2014J,574841,0.083
BBB,2014J,574849,0.178
BBB,2014J,574865,0.061
BBB,2014J,575404,0.517
BBB,2014J,575630,0.111
BBB,2014J,576203,0.995
BBB,2014J,576262,0.736
BBB,2014J,576268,0.349
BBB,2014J,576689,0.095
BBB,2014J,576913,0.756
BBB,2014J,576923,0.235
BBB,2014J,577354,0.996
BBB,2014J,577467,0.082
BBB,2014J,577618,0.078
BBB,2014J,577645,0.057
BBB,2014J,577728,0.847
BBB,2014J,577743,0.112
BBB,2014J,577965,0.092
BBB,2014J,578132,0.117
BBB,2014J,578418,0.763
BBB,2014J,578439,0.446
BBB,2014J,578551,0.184
BBB,2014J,578710,0.074
BBB,2014J,578861,0.299
BBB,2014J,579161,0.183
BBB,2014J,579251,0.815
BBB,2014J,579409,0.163
BBB,2014J,581016,0.189
BBB,2014J,581118,0.027
BBB,2014J,581178,0.18
BBB,2014J,581235,0.118
BBB,2014J,581866,0.048
BBB,2014J,581877,0.258
BBB,2014J,582040,0.509
BBB,2014J,582253,0.039
BBB,2014J,582348,0.726
BBB,2014J,582460,0.109
BBB,2014J,582694,0.754
BBB,2014J,582709,0.105
BBB,2014J,582816,0.902
BBB,2014J,582898,0.063
BBB,2014J,582933,0.786
BBB,2014J,582964,0.098
BBB,2014J,583775,0.131
BBB,2014J,583843,0.076
BBB,2014J,583954,0.111
BBB,2014J,584509,0.046
BBB,2014J,584539,0.036
BBB,2014J,584733,0.083
BBB,2014J,584864,0.098
BBB,2014J,585074,0.999
BBB,2014J,585762,0.566
BBB,2014J,585963,0.765
BBB,2014J,586036,0.091
BBB,2014J,586134,0.203
BBB,2014J,586142,0.092
BBB,2014J,586180,0.167
BBB,2014J,586376,0.055
BBB,2014J,586398,0.998
BBB,2014J,586502,0.18
BBB,2014J,586516,0.082
BBB,2014J,586561,0.93
BBB,2014J,586652,0.136
BBB,2014J,586818,0.334
BBB,2014J,587037,0.817
BBB,2014J,587054,0.122
BBB,2014J,587434,0.999
BBB,2014J,587459,0.093
BBB,2014J,587860,0.145
BBB,2014J,588062,0.915
BBB,2014J,588166,0.757
BBB,2014J,588207,0.975
BBB,2014J,588251,0.37
BBB,2014J,588944,0.076
BBB,2014J,588991,0.998
BBB,2014J,589133,0.222
BBB,2014J,589554,0.043
BBB,2014J,589621,0.053
BBB,2014J,589935,0.818
BBB,2014J,589968,0.998
BBB,2014J,590086,0.107
BBB,2014J,590122,0.084
BBB,2014J,590416,0.885
BBB,2014J,590444,0.812
BBB,2014J,590593,0.699
BBB,2014J,590668,0.187
BBB,2014J,590764,0.995
BBB,2014J,590854,0.083
BBB,2014J,590867,0.996
BBB,2014J,591159,0.777
BBB,2014J,591986,0.824
BBB,2014J,591999,0.676
BBB,2014J,592135,0.1
BBB,2014J,592139,0.054
BBB,2014J,592258,0.065
BBB,2014J,592262,0.965
BBB,2014J,592733,0.278
BBB,2014J,593346,0.111
BBB,2014J,593476,0.066
BBB,2014J,593583,0.781
BBB,2014J,593819,0.997
BBB,2014J,594083,0.277
BBB,2014J,594282,0.051
BBB,2014J,594872,0.094
BBB,2014J,595130,0.17
BBB,2014J,595137,0.829
BBB,2014J,595365,0.123
BBB,2014J,595421,0.064
BBB,2014J,595892,0.132
BBB,2014J,596072,0.997
BBB,2014J,596128,0.829
BBB,2014J,596151,0.884
BBB,2014J,596496,0.998
BBB,2014J,596513,0.132
BBB,2014J,596728,0.109
BBB,2014J,596988,0.117
BBB,2014J,597539,0.99
BBB,2014J,597744,0.871
BBB,2014J,597853,0.79
BBB,2014J,598035,0.156
BBB,2014J,598201,0.091
BBB,2014J,598282,0.144
BBB,2014J,598313,0.128
BBB,2014J,598581,0.092
BBB,2014J,598769,0.483
BBB,2014J,598837,0.168
BBB,2014J,599108,0.716
BBB,2014J,599355,0.099
BBB,2014J,600387,0.229
BBB,2014J,600398,0.177
BBB,2014J,600404,0.965
BBB,2014J,600415,0.059
BBB,2014J,600428,0.16
BBB,2014J,600463,0.148
BBB,2014J,600606,0.495
BBB,2014J,600658,0.993
BBB,2014J,600664,0.138
BBB,2014J,601247,0.077
BBB,2014J,601316,0.726
BBB,2014J,601706,0.076
BBB,2014J,601803,0.211
BBB,2014J,601874,0.277
BBB,2014J,601930,0.549
BBB,2014J,601983,0.705
BBB,2014J,602109,0.785
BBB,2014J,602471,0.059
BBB,2014J,602570,0.843
BBB,2014J,602666,0.236
BBB,2014J,602696,0.055
BBB,2014J,602779,0.076
BBB,2014J,602865,0.099
BBB,2014J,602943,0.078
BBB,2014J,603055,0.15
BBB,2014J,603113,0.544
BBB,2014J,603121,0.63
BBB,2014J,603200,0.438
BBB,2014J,603580,0.098
BBB,2014J,603731,0.122
BBB,2014J,603746,0.169
BBB,2014J,603921,0.4
BBB,2014J,604358,0.254
BBB,2014J,604725,0.089
BBB,2014J,604950,0.246
BBB,2014J,604990,0.332
BBB,2014J,605068,0.063
BBB,2014J,605089,0.186
BBB,2014J,605243,0.055
BBB,2014J,605383,0.999
BBB,2014J,605770,0.161
BBB,2014J,605771,0.187
BBB,2014J,605901,0.794
BBB,2014J,606027,0.108
BBB,2014J,606105,0.525
BBB,2014J,606134,0.097
BBB,2014J,606239,0.144
BBB,2014J,606391,0.107
BBB,2014J,606442,0.133
BBB,2014J,606517,0.089
BBB,2014J,606531,0.865
BBB,2014J,606535,0.308
BBB,2014J,606586,0.172
BBB,2014J,606861,0.062
BBB,2014J,606864,0.191
BBB,2014J,606914,0.993
BBB,2014J,607062,0.261
BBB,2014J,607176,0.717
BBB,2014J,607603,0.116
BBB,2014J,607923,0.053
BBB,2014J,608068,0.757
BBB,2014J,608134,0.151
BBB,2014J,608195,0.787
BBB,2014J,608448,0.03
BBB,2014J,608851,0.06
BBB,2014J,609194,0.65
BBB,2014J,609203,0.466
BBB,2014J,609403,0.259
BBB,2014J,609927,0.191
BBB,2014J,610385,0.056
BBB,2014J,610405,0.05
BBB,2014J,610470,0.075
BBB,2014J,610494,0.997
BBB,2014J,610545,0.064
BBB,2014J,611241,0.11
BBB,2014J,611268,0.103
BBB,2014J,611275,0.868
BBB,2014J,611329,0.063
BBB,2014J,611821,0.087
BBB,2014J,612135,0.062
BBB,2014J,612230,0.08
BBB,2014J,612247,0.15
BBB,2014J,612337,0.997
BBB,2014J,612473,0.994
BBB,2014J,612566,0.059
BBB,2014J,612750,0.257
BBB,2014J,613102,0.124
BBB,2014J,613135,0.796
BBB,2014J,613909,0.094
BBB,2014J,614159,0.452
BBB,2014J,615165,0.829
BBB,2014J,615263,0.785
BBB,2014J,616660,0.08
BBB,2014J,617297,0.184
BBB,2014J,617521,0.139
BBB,2014J,617525,0.063
BBB,2014J,617530,0.25
BBB,2014J,617811,0.997
BBB,2014J,618197,0.156
BBB,2014J,618589,0.861
BBB,2014J,618734,0.237
BBB,2014J,618960,0.74
BBB,2014J,618983,0.734
BBB,2014J,618994,0.09
BBB,2014J,619052,0.978
BBB,2014J,619935,0.087
BBB,2014J,620000,0.399
BBB,2014J,620115,0.998
BBB,2014J,620655,1
BBB,2014J,620698,0.088
BBB,2014J,621487,0.454
BBB,2014J,621826,0.158
BBB,2014J,622007,0.782
BBB,2014J,622117,0.818
BBB,2014J,622313,0.12
BBB,2014J,622573,0.084
BBB,2014J,623042,0.778
BBB,2014J,623097,0.17
BBB,2014J,623376,0.127
BBB,2014J,623441,0.108
BBB,2014J,623519,0.066
BBB,2014J,623648,0.138
BBB,2014J,623689,0.548
BBB,2014J,624342,0.061
BBB,2014J,625666,0.096
BBB,2014J,625709,0.73
BBB,2014J,625826,0.104
BBB,2014J,626012,0.189
BBB,2014J,626075,0.488
BBB,2014J,626139,0.048
BBB,2014J,626159,0.395
BBB,2014J,626195,0.045
BBB,2014J,626210,0.674
BBB,2014J,626646,0.086
BBB,2014J,626740,0.117
BBB,2014J,627119,0.961
BBB,2014J,627269,0.118
BBB,2014J,627563,0.104
BBB,2014J,627660,0.7
BBB,2014J,627968,0.819
BBB,2014J,628388,0.123
BBB,2014J,628656,0.183
BBB,2014J,628679,0.084
BBB,2014J,628991,0.08
BBB,2014J,629053,0.232
BBB,2014J,629127,0.062
BBB,2014J,629245,0.119
BBB,2014J,629553,0.097
BBB,2014J,630286,0.998
BBB,2014J,630343,0.852
BBB,2014J,630404,0.095
BBB,2014J,630597,0.15
BBB,2014J,630697,0.079
BBB,2014J,630716,0.779
BBB,2014J,630773,0.996
BBB,2014J,630834,0.131
BBB,2014J,631230,0.059
BBB,2014J,631248,0.113
BBB,2014J,631266,0.915
BBB,2014J,631416,0.193
BBB,2014J,631561,0.999
BBB,2014J,631640,0.092
BBB,2014J,631775,0.785
BBB,2014J,631954,0.627
BBB,2014J,632255,0.707
BBB,2014J,632281,0.123
BBB,2014J,632473,0.947
BBB,2014J,632605,0.835
BBB,2014J,632632,0.143
BBB,2014J,632722,0.74
BBB,2014J,632955,0.124
BBB,2014J,633902,0.096
BBB,2014J,633949,0.047
BBB,2014J,634247,0.81
BBB,2014J,634636,0.099
BBB,2014J,634772,0.141
BBB,2014J,635328,0.856
BBB,2014J,635452,0.151
BBB,2014J,635561,0.805
BBB,2014J,635777,0.063
BBB,2014J,635890,0.701
BBB,2014J,635921,0.082
BBB,2014J,635924,0.249
BBB,2014J,636302,0.084
BBB,2014J,636525,0.195
BBB,2014J,636953,0.931
BBB,2014J,637003,0.141
BBB,2014J,637063,0.075
BBB,2014J,637238,0.122
BBB,2014J,637279,0.136
BBB,2014J,637348,0.827
BBB,2014J,637370,0.098
BBB,2014J,637382,0.161
BBB,2014J,637388,0.74
BBB,2014J,637414,0.079
BBB,2014J,637586,0.079
BBB,2014J,637715,0.684
BBB,2014J,637810,0.485
BBB,2014J,637815,0.042
BBB,2014J,637820,0.898
BBB,2014J,637903,0.104
BBB,2014J,638036,0.782
BBB,2014J,638516,0.073
BBB,2014J,638544,0.732
BBB,2014J,638554,0.976
BBB,2014J,638756,0.588
BBB,2014J,638997,0.116
BBB,2014J,639663,0.175
BBB,2014J,639724,0.052
BBB,2014J,640225,0.084
BBB,2014J,640265,0.714
BBB,2014J,640289,0.88
BBB,2014J,640291,0.75
BBB,2014J,640425,0.261
BBB,2014J,640455,0.733
BBB,2014J,640701,0.167
BBB,2014J,640706,0.741
BBB,2014J,640753,0.384
BBB,2014J,641329,0.217
BBB,2014J,641616,0.388
BBB,2014J,641840,0.109
BBB,2014J,641992,0.729
BBB,2014J,642067,0.151
BBB,2014J,642075,0.997
BBB,2014J,642083,0.116
BBB,2014J,642122,0.091
BBB,2014J,642201,0.208
BBB,2014J,642250,0.809
BBB,2014J,642405,0.21
BBB,2014J,642413,0.161
BBB,2014J,642439,0.887
BBB,2014J,642550,0.063
BBB,2014J,642595,0.095
BBB,2014J,642600,0.262
BBB,2014J,642698,0.068
BBB,2014J,642834,0.095
BBB,2014J,643172,0.058
BBB,2014J,643208,0.068
BBB,2014J,643321,0.056
BBB,2014J,643354,0.053
BBB,2014J,643587,0.324
BBB,2014J,643608,0.749
BBB,2014J,643953,0.83
BBB,2014J,643986,0.178
BBB,2014J,644069,0.279
BBB,2014J,644101,0.819
